corporate_name,corporate_name_corrected,new_name,new_variant
Amtelecom Limited Partnership,Eastlink,False,False
ALO Mobile Inc.,ALO Mobile,False,False
Alderville Community Development Corporation,Alderville Community Development Corporation,False,False
ALBERTA COMMUNICATION CABLE SERVICES INC.,ALBERTA COMMUNICATION CABLE SERVICES,False,False
ALAN IKPONMWOSA,ALAN IKPONMWOSA,False,False
Airtel Wireless Ltd.,Airtel Wireless,False,False
AIRNET WIRELESS INC.,AIRNET WIRELESS,False,False
AirFiber Alberta c/o Karolina Lipnik LeBlanc,AirFiber Alberta c/o Karolina Lipnik LeBlanc,False,False
Air Tech Communications Inc.,Air Tech Communications,False,False
Aéroports de Montréal Technologies de l'information,Aéroports de Montréal Technologies de l'information,False,False
Advanced Interactive Canada Inc.,Advanced Interactive Canada,False,False
Access Communications Co-operative Limited,Access Communications Co-operative,False,False
Abnet Wireless,Abnet Wireless,False,False
ABC Communications Ltd,ABC Allen Business Communications,False,False
ABC Allen Business Communications LTD.,ABC Allen Business Communications,False,False
ABC ALLEN BUSINESS COMMUNICATIONS,ABC Allen Business Communications,False,False
ABC Allen Business Communications,ABC Allen Business Communications,False,False
9363-7494 Québec inc. (iabitibi),9363-7494 Québec inc. (iabitibi),False,False
9230-7677 Québec inc.,Vidéotron,False,False
9195-5302 QUÉBEC INC.,9195-5302 QUÉBEC,False,False
9185-8282 Québec inc. - (Solutions Sans Fil WiMe),Solutions Sans Fil WiMe,False,False
9144-3036 QUÉBEC INC. NAVIGUE.COM,9144-3036 QUÉBEC  NAVIGUE.COM,False,False
9098-5078 Québec inc. - (Voom Internet et Numérik Télécom),Voom Internet,False,False
9039-4255 Québec INC.,9039-4255 Québec,False,False
8640025 Canada Inc,TNW,False,False
8338035 Canada Inc.,8338035 Canada,False,False
7588933 Canada Inc,7588933 Canada,False,False
7140282 Canada Inc.,7140282 Canada,False,False
67889 Newfoundland & Labrador Incor,67889 Newfoundland & Labrador,False,False
676766 Ontario Limited,676766 Ontario,False,False
515718 British Columbia Ltd. DBA North East Online Network,North East Online Network,False,False
508896 Alberta Ltd Operating as NETAGO,NETAGO,False,False
4141903 Canada Inc. Storm Internet Services,Storm Internet Services,False,False
3C INFORMATION SOLUTIONS INC.,3C INFORMATION SOLUTIONS,False,False
353233 ALBERTA LTD VM SYSTEMS,VM SYSTEMS,False,False
2750-7789 Québec inc. - (Communication Plus),2750-7789 Québec inc. - (Communication Plus),False,False
2527016 Ontario Inc.,2527016 Ontario,False,False
2154524 ONTARIO INC. 0/A COLLAR HILL COMMUNICATIONS ***do not use: duplicate/cancelled account***,COLLAR HILL COMMUNICATIONS,False,False
2154524 ONTARIO INC. 0/A COLLAR HILL COMMUNICATIONS,COLLAR HILL COMMUNICATIONS,False,False
2094206 Ontario Ltd. O/A Rural Wave,Rural Wave,False,False
2094206 ONTARIO LTD O/A RURAL WAVE,Rural Wave,False,False
1635652 Ontario Limited,1635652 ONTARIO,False,False
1635652 ONTARIO LIMITED,1635652 ONTARIO,False,False
"1210104 Alberta Ltd, operating as Lakeshore Internet Services",Lakeshore Internet Services,False,False
1125139 Ontario Limited,1125139 Ontario,False,False
1085459 Ontario Ltd.,1085459 Ontario,False,False
101065963 Saskatchewan LTD,101065963 Saskatchewan,False,False
0764016 BC Ltd. DBA. Swift Internet,0764016 BC,False,False
0764016 BC Ltd.,0764016 BC,False,False
**Do Not Use - Cancelled account** BSURFER INC.,BSURFER,False,False
,ISED,False,False
Phillip Mullis,Phillip Mullis,False,False
Avetria Networks Inc,Avetria Networks,False,False
Merlink Communications Inc.,Merlink Communications,False,False
Starlynx Remote Communications Ltd.,Starlynx Communications,False,False
CHEVRON CANADA R & M ULC,Chevron,False,False
Telesat Spectrum General Partnership,Telesat Canada,False,False
Ciel Satellite Limited Partnership,Ciel Satellite Group,False,False
Kepler Communications Inc.,Kepler Communications,False,False
TELESAT CANADA DOMESTIC COORD & LICENSING GROUP,Telesat Canada,False,False
Turnpike Global Technologies Inc.,Turnpike Global Technologies,False,False
SITA Information Networking Computing Canada Inc.,SITA,False,False
exactEarth Ltd.,exactEarth,False,False
SHAW COMMUNICATIONS INC.,Shaw,False,False
Outerlink Canada Corporation,Outerlink,False,False
Invest Ottawa (2013),Invest Ottawa,False,False
Indo-Canadian Society of Saint John,Indo-Canadian Society of Saint John,False,False
Elcom Radio inc.,Elcom Radio,False,False
Canadian Space Agency - RADARSAT-3C,Canadian Space Agency,False,False
Fleettel Inc,Fleettel,False,False
Stephane Carriere,Stephane Carriere,False,False
CROSS COUNTRY TV LTD,CROSS COUNTRY TV,False,False
VICTORIA MOBILE RADIO LTD,Victoria Mobile Radio,False,False
Innovation Factory,Innovation Factory,False,False
Ligado Networks (Canada) Inc.,Ligado Networks,False,False
9861084 Canada Inc.,Pioneer Wireless,False,False
Data & Audio-Visual Wireless Enterprises Inc.,Rogers,False,False
Sogetel Mobilité inc.,Sogetel,False,False
9315-1884 Québec inc.,9315-1884 Quebec inc.,False,False
Ecotel inc.,Ecotel,False,False
Cooptel Coop de Télécommunication,COOPTEL,False,False
TNW Wireless Inc.,TNW,False,False
Ruralwave Inc.,Rural Wave,False,False
Naskapi Imuun inc.,NASKAPI IMMUN,False,False
Sogetel inc.,Sogetel,False,False
Telus – Regulatory Affairs,TELUS,False,False
Xplornet Mobile Inc.,Xplornet,False,True
Orion Wireless Partnership (WCS),,True,False
WirelE Inc.,,True,False
EspaceNet inc.,EspaceNet,False,True
9045-2855 Québec inc.,,True,False
Télédistribution Amos inc.,Télédistribution Amos,False,True
Terrestar Solutions Inc.,TerreStar Solutions,False,True
Targo Communications inc.,Targo Communications,False,True
Le Groupe S. M. International inc.,,True,False
9144-3036 Québec inc.,9144-3036 QUÉBEC  NAVIGUE.COM,False,True
Lakeland Energy Ltd,,True,False
Fleet Informatique Inc.,Fleet Informatique,False,True
Communications Télésignal inc. (Chibougamau-Chicoutimi-Jonquière),Zing Networks,False,True
Communications Apertech inc.,Zing Networks,False,True
9195-5302 Québec Inc.,9195-5302 QUÉBEC,False,True
CISSS de Chaudière-Appalaches,,True,False
9039-4255 Québec inc.,9039-4255 Québec,False,True
Navigata Communications Limited,TNW,False,True
Coopérative de Services Internet Pierre-de-Saurel,COOPÉRATIVE DE SERVICES INTERNET PIERRE-DE-SAUREL,False,True
Valley Internet Service Provider Ltd.,Valley Internet Service Provider,False,True
TNC Wireless Limited,,True,False
ARC Resources Ltd.,ARC Resources,False,True
BEARCOM Canada Corp.,,True,False
Conseil des Atikamekw d'Opitciwan,CONSEIL DES ATIKAMEKW D'OPITCIWAN,False,True
Telus Communications Inc.,TELUS,False,True
Xplornet Wireless Inc.,,True,False
Kativik Regional Government,KATIVIK REGIONAL GOVERNMENT,False,True
IGS Hawkesbury,,True,False
9098-5078 Québec inc.,Voom Internet,False,True
Altis MSP,,True,False
Xplornet Communications Inc. – XCS,Xplornet,False,True
Orion Wireless Partnership,,True,False
Northern Rigging & Tower Maintenance Limited,,True,False
Algonquin Power Services Canada Inc,,True,False
TECK RESOURCES LIMITED,,True,False
Cat 'N Mouse Computers,,True,False
ACHAHK COMMUNICATIONS CORP.,,True,False
Ciena Canada Inc.,,True,False
Systèmes Byzantines inc.,,True,False
VLA Télécom inc.,,True,False
Teck Resources Limitied,,True,False
Yauheni Kandrasheu,,True,False
Clearwater County,,True,False
Oak Ridges Internet,,True,False
Falcon Internet Services Inc.,,True,False
MPVWIFI INC,,True,False
ATG Arrow Technology Group Limited Partnership,,True,False
Kingston Midstream Saskatchewan Limited,,True,False
RhiCom Networks Inc.,,True,False
NCS Managed Services Inc.,,True,False
Manitoba Hydro (Microwave Radio),,True,False
City of Saskatoon Fire Dept,,True,False
CITY OF LONDON - TECHNOLOGY SERVICES DIV.,,True,False
City of Saskatoon Engineering Dept,,True,False
CHEVRON CANADA LIMITED,Chevron,False,True
Telesat Spectrum Corporation,Telesat Canada,False,True
Telesat LEO Inc.,,True,False
SpaceQuest Canada Inc.,,True,False
Aireon Canada Ltd.,,True,False
Iridium Satellite Canada Ltd.,,True,False
Globalstar Canada Satellite Co.,,True,False
SkyWave Mobile Communications Inc.,,True,False
Inmarsat Solutions (Canada) Inc.,,True,False
Ligado Networks Corp.,Ligado Networks,False,True
1700247 Ontario Limited (Reachcast),,True,False
Board of Governors of Exhibition Place,,True,False
JMA Câblage inc.,,True,False
Gestion XCD inc.,Gestion XCD Inc.,False,True
Myriota Canada Inc.,,True,False
ORBCOMM Canada Inc.,,True,False
Satellite Express Ltd,,True,False
"Casavant, Patrick",,True,False
VITAL NETWORKS INC,,True,False
Beyond Air Networks Limited,,True,False
ÉVOLU-NET INC.,,True,False
RURAL MUNICIPALITY OF YELLOWHEAD,,True,False
City of Medicine Hat,,True,False
Capital Region Parkland Water Services Commission,,True,False
STATE TELECOM CORP.,,True,False
Teck Coal Limited Elkview Operations-Accounting,,True,False
Steve McKim,,True,False
Lièvre Power GP inc. (Énergie La Lièvre s.e.c.),,True,False
Weesoe Community Communication Technologies,,True,False
Wipro Solutions Canada Limited,,True,False
Omni Wireless Inc.,,True,False
Media Resources,,True,False
Clear Security Solutions Inc.,,True,False
Solutions Nornet Inc.,,True,False
"Proulx, Kevin - (Mtheck internet)",,True,False
Réseau Picanoc.net inc.,,True,False
Provincial Tel Inc.,,True,False
Acadian Communications Ltd,,True,False
Quattro Ventures,,True,False
Applecross Innovations Inc.,,True,False
Shell Canada Energy Refinery Main Admin Bdg Office 2311,,True,False
Swarm Networks Canada ULC,,True,False
9416-3201 Québec inc.,,True,False
RedCreekTelecom,,True,False
Canadian Natural Resources Ltd.,Canadian Natural Resources,False,True
Shadow Internet,,True,False
Access Communications Co-operative,Internet Access Solutions,False,True
Whitewater Internet Solutions Inc,,True,False
"SMOKY LAKE INC, TOWN OF",,True,False
Valo Networks Ltd.,,True,False
Netchaos inc.,,True,False
Suncor Energy Inc.,Suncor Energy,False,True
Canadian National Railway Company,,True,False
Terago,Terago,False,True
,,False,True
TELUS,TELUS,False,True
Xplornet,Xplornet,False,True
CORE BROADBAND,CORE BROADBAND,False,True
Internet Access Solutions,Internet Access Solutions,False,True
I WANT WIRELESS.CA,I WANT WIRELESS.CA,False,True
BROADBAND SURFER CANADA,BROADBAND SURFER CANADA,False,True
LEMALU HOLDINGS  MCSNet, ,True,False
Seaside Wireless Communications,Seaside Wireless Communications,False,True
676766 Ontario,676766 Ontario,False,True
1085459 Ontario,1085459 Ontario,False,True
EH!tel,EH!tel,False,True
Birch Hill Telecom,Birch Hill Telecom,False,True
Corridor Communications,Corridor Communications,False,True
Execulink Telecom,Execulink Telecom,False,True
Valley Internet Service Provider,Valley Internet Service Provider,False,True
Mount Polley Mining,Mount Polley Mining,False,True
SPYR Network,SPYR Network,False,True
GENE'S ELECTRONICS,GENE'S ELECTRONICS,False,True
HIGHSPEEDCROW,HIGHSPEEDCROW,False,True
Double F & Company,Double F & Company,False,True
Mountain Aire Computers,Mountain Aire Computers,False,True
HAY COMMUNICATIONS,HAY COMMUNICATIONS,False,True
Detour Wireless,Detour Wireless,False,True
2527016 Ontario,2527016 Ontario,False,True
Quadro Communications,Quadro Communications,False,True
Last Mile Wireless Internet,Last Mile Wireless Internet,False,True
Evolve Communications,Evolve Communications,False,True
Tough Country Communications,Tough Country Communications,False,True
Spliced Networks,Spliced Networks,False,True
NWIC,NWIC,False,True
Rionet Wireless,Rionet Wireless,False,True
Commstream Communications,Commstream Communications,False,True
3C INFORMATION SOLUTIONS,3C INFORMATION SOLUTIONS,False,True
Bell,Bell,False,True
Thomas Communications,Thomas Communications,False,True
Missing Link Internet  RimbeyTV, ,True,False
Routcom,Routcom,False,True
FlexiNET Broadband,FlexiNET Broadband,False,True
Signal Direct Communications,Signal Direct Communications,False,True
NEXICOM,NEXICOM,False,True
NETAGO,NETAGO,False,True
Vianet,Vianet,False,True
Gorillanet.ca,Gorillanet.ca,False,True
NHCN Broadband,NHCN Broadband,False,True
Petron Communications,Petron Communications,False,True
WTC Communications,WTC Communications,False,True
Ispeed Communications,Ispeed Communications,False,True
MORAD COMMUNICATIONS,MORAD COMMUNICATIONS,False,True
China Creek Internet,China Creek Internet,False,True
Ecotel,Ecotel,False,True
Victoria Mobile Radio, ,True,False
Rogers,Rogers,False,True
Waterside Wireless,Waterside Wireless,False,True
TEKSAVVY SOLUTIONS,TEKSAVVY SOLUTIONS,False,True
Eion,Eion,False,True
"""ATLANTIC TOWING LTD JEFF LLOYD", ,True,False
SaskTel,SaskTel,False,True
T. Grand Networks,T. Grand Networks,False,True
Grey Bruce Telecom,Grey Bruce Telecom,False,True
Cogeco,Cogeco,False,True
0764016 BC,0764016 BC,False,True
ALBERTA COMMUNICATION CABLE SERVICES,ALBERTA COMMUNICATION CABLE SERVICES,False,True
GoZoom.ca,GoZoom.ca,False,True
Freedom,Freedom,False,True
Eastlink,Eastlink,False,True
Ice Wireless,Ice Wireless,False,True
Cardinal Telecom (2000),Cardinal Telecom (2000),False,True
ICA MICROSYSTEMS,ICA MICROSYSTEMS,False,True
Broadnet Telecom,Broadnet Telecom,False,True
I.D.LOGIQUE,I.D.LOGIQUE,False,True
Stafford Communications,Stafford Communications,False,True
Chevron,Chevron,False,True
South Kountry Cable,South Kountry Cable,False,True
Brooke Telecom,Brooke Telecom,False,True
Tuckersmith Communications,Tuckersmith Communications,False,True
Copper Valley Computers,Copper Valley Computers,False,True
Columbia Wireless,Columbia Wireless,False,True
Velocity Networks,Velocity Networks,False,True
Blinq Wireless,Blinq Wireless,False,True
Nechako Lumber Co.  L&M Lumber /Premium Pellet, ,True,False
TNW,TNW,False,True
Noralta,Noralta,False,True
